timestamp,symbol,price,volume,bid,ask,high_24h,low_24h,change_24h
2025-10-08 23:08:41.451221,KRW-BTC,49938310.551942736,962.7233160726742,49888372.241390795,49988248.86249467,50937076.76298159,48939544.34090388,-0.003099818913576781
2025-10-08 23:08:41.451221,KRW-ETH,50006934.74372678,945.01188893477,49956927.80898306,50056941.67847051,51007073.43860132,49006796.04885224,-0.01692506418809741
2025-10-08 23:08:41.451221,KRW-XRP,50044951.80663532,158.3508053076716,49994906.854828686,50094996.75844195,51045850.84276803,49044052.77050261,0.035772065814696566
2025-10-08 23:08:42.452041,KRW-BTC,49899318.212497875,223.30672006886817,49849418.89428538,49949217.53071037,50897304.576747835,48901331.848247916,0.014894169353234982
2025-10-08 23:08:42.452041,KRW-ETH,50018797.89882374,284.46465502401475,49968779.10092492,50068816.69672256,51019173.85680021,49018421.94084726,-0.04474226342730747
2025-10-08 23:08:42.452041,KRW-XRP,50114599.9097166,438.7180758967614,50064485.30980688,50164714.50962631,51116891.90791093,49112307.91152227,-0.011551623446435975
2025-10-08 23:08:43.452345,KRW-BTC,49841995.74437078,413.20642889159285,49792153.74862641,49891837.74011514,50838835.659258194,48845155.82948337,-0.043401681222880455
2025-10-08 23:08:43.452345,KRW-ETH,50095989.30188589,333.58528622427576,50045893.312584005,50146085.29118777,51097909.08792361,49094069.51584817,-0.018719199635994777
2025-10-08 23:08:43.452345,KRW-XRP,50119682.007346466,599.7470770709774,50069562.325339116,50169801.68935381,51122075.6474934,49117288.36719953,0.03730028903790429
2025-10-08 23:08:44.453110,KRW-BTC,49741976.71913967,342.02313032148777,49692234.74242053,49791718.69585881,50736816.25352247,48747137.184756875,0.016187988804983622
2025-10-08 23:08:44.453110,KRW-ETH,50073600.52797752,944.7822924607551,50023526.92744954,50123674.12850549,51075072.53853707,49072128.51741797,-0.025318558267717752
2025-10-08 23:08:44.453110,KRW-XRP,50103247.13602436,802.5365328957208,50053143.88888834,50153350.38316038,51105312.07874485,49101182.193303876,0.01066529178560599
2025-10-08 23:08:45.453557,KRW-BTC,49798482.12262133,869.0093720533514,49748683.640498705,49848280.60474394,50794451.765073754,48802512.4801689,-0.03061713448833744
2025-10-08 23:08:45.453557,KRW-ETH,50031685.94883548,581.4432792747066,49981654.26288664,50081717.6347843,51032319.66781219,49031052.22985876,-0.022340809824644536
2025-10-08 23:08:45.453557,KRW-XRP,50081841.90287667,120.83030795136497,50031760.06097379,50131923.74477954,51083478.7409342,49080205.064819135,-0.039958788503280475
